x,observation,baryonic_gr,lcdm,pbuf
-5.102362204724409267e+00,1.605269875798321532e-73,1.188713940954635416e-74,1.276811984596514637e-81,1.243787767012256428e-73
-4.976377952755905554e+00,1.034371964394269054e-70,8.063774869599920067e-72,1.179185440231014548e-78,8.055112493727116541e-71
-4.850393700787401841e+00,5.855108261224279825e-68,4.805393274783694349e-69,9.566801645231223182e-76,4.582752916070031888e-68
-4.724409448818898127e+00,2.911539067691648733e-65,2.515642839474139324e-66,6.818375808350277188e-73,2.290397065436654778e-65
-4.598425196850393526e+00,1.271861490512957409e-62,1.156907219016435184e-63,4.268984748357884236e-70,1.005598503479870840e-62
-4.472440944881889813e+00,4.880749489926138186e-60,4.673880280452946954e-61,2.347998285901479689e-67,3.878537205187113903e-60
-4.346456692913386100e+00,1.645366765630867185e-57,1.658769878528586753e-58,1.134489423616270433e-64,1.314137501416920011e-57
-4.220472440944881498e+00,4.872686020201414670e-55,5.171591352776784721e-56,4.815402912486511936e-62,3.911498424288514991e-55
-4.094488188976377785e+00,1.267662485827628198e-52,1.416419067304433326e-53,1.795536815794270399e-59,1.022763013276972489e-52
-3.968503937007874072e+00,2.897132463490849997e-50,3.407915610653089290e-51,5.881464787887273516e-57,2.349288604250951772e-50
-3.842519685039370358e+00,5.816511223848790259e-48,7.203032976147164985e-49,1.692412373284028550e-54,4.740533650350214101e-48
-3.716535433070866645e+00,1.025855738059165547e-45,1.337431284539625538e-46,4.278153726853507199e-52,8.403256092994477881e-46
-3.590551181102362044e+00,1.589423087524163836e-43,2.181509236872537646e-44,9.500272967289894321e-50,1.308571532192440133e-43
-3.464566929133858331e+00,2.163327375319023935e-41,3.125878823011442364e-42,1.853298120755980529e-47,1.790098137369194174e-41
-3.338582677165354617e+00,2.586631001828829162e-39,3.934746194123154420e-40,3.176025571940445180e-45,2.151224408789196380e-39
-3.212598425196850016e+00,2.716916020148197788e-37,4.351017332568070096e-38,4.781368315663815165e-43,2.271036409208399730e-37
-3.086614173228346303e+00,2.506960287255801022e-35,4.226631703866159894e-36,6.323389179797469802e-41,2.106163006866771890e-35
-2.960629921259842590e+00,2.032114607816137770e-33,3.606845195906424017e-34,7.346443245868659849e-39,1.715889701475400462e-33
-2.834645669291338876e+00,1.447033031320437438e-31,2.703896747090219698e-32,7.497799929893681269e-37,1.228050591270256754e-31
-2.708661417322835163e+00,9.051867653637380405e-30,1.780664937639954153e-30,6.722333757631679028e-35,7.720984010452592868e-30
-2.582677165354330562e+00,4.974248182368723049e-28,1.030157941513446162e-28,5.294632218150946038e-33,4.264406054064049822e-28
-2.456692913385826849e+00,2.401298822652297167e-26,5.235460967804254415e-27,3.663372059354436792e-31,2.069064136460138945e-26
-2.330708661417323135e+00,1.018343907816161237e-24,2.337413462292973441e-25,2.226669513730748184e-29,8.818990169961151450e-25
-2.204724409448818534e+00,3.793780805513500321e-23,9.167388987443448280e-24,1.188940171353368101e-27,3.302123163274683966e-23
-2.078740157480314821e+00,1.241593710319118647e-21,3.158532004039860912e-22,5.576911370911716821e-26,1.086168441837597356e-21
-1.952755905511811108e+00,3.569573069811829112e-20,9.559923293527490341e-21,2.298036847109314289e-24,3.138561165802867944e-20
-1.826771653543307394e+00,9.015349187715576907e-19,2.541868253770649708e-19,8.318590329926078518e-23,7.966976146544364440e-19
-1.700787401574803681e+00,2.000222612361217057e-17,5.937193048068122826e-18,2.645282077458719269e-21,1.776584793880534742e-17
-1.574803149606299080e+00,3.898554557012629487e-16,1.218256695843459500e-16,7.389647899374499157e-20,3.480229371507693018e-16
-1.448818897637795367e+00,6.675109638793181435e-15,2.195967698019970256e-15,1.813447577137235425e-18,5.989068756352574142e-15
-1.322834645669291653e+00,1.004020763447105553e-13,3.477303451192502031e-14,3.909450954418060667e-17,9.053994651415550168e-14
-1.196850393700787052e+00,1.326650389114247841e-12,4.837140914277382982e-13,7.403823146071061399e-16,1.202404718661089498e-12
-1.070866141732283339e+00,1.539925770405249135e-11,5.911046702992972559e-12,1.231759178460441655e-14,1.402783386739098509e-11
-9.448818897637796255e-01,1.570263691052358471e-10,6.345554021676733609e-11,1.800217924450144401e-13,1.437672810807103508e-10
-8.188976377952759123e-01,1.406613865612236404e-09,5.984173883463585696e-10,2.311286910164746522e-12,1.294371699126428071e-09
-6.929133858267721990e-01,1.106895707379802602e-08,4.957564425755919990e-09,2.606826585558653146e-11,1.023734788269482837e-08
-5.669291338582675976e-01,7.651877627540801797e-08,3.607962647625628794e-08,2.582854411674859721e-10,7.112878956656154828e-08
-4.409448818897638844e-01,4.646851911510930353e-07,2.306668592756123729e-07,2.248108232321464790e-09,4.341430753561985096e-07
-3.149606299212601712e-01,2.479014987431447825e-06,1.295501367212926198e-06,1.718953025339371067e-08,2.327822395873371862e-06
-1.889763779527555698e-01,1.161793590233132051e-05,6.391754010114591889e-06,1.154623267663648876e-07,1.096468879139759464e-05
-6.299212598425185661e-02,4.783087253966293221e-05,2.770331455191856520e-05,6.813121047688361492e-07,4.537036580448518746e-05
6.299212598425185661e-02,1.729884607765704138e-04,1.054806791498951623e-04,3.531680510442690997e-06,1.649216820763153249e-04
1.889763779527555698e-01,5.496110669081006759e-04,3.528122088884265580e-04,1.608222804249509057e-05,5.266386563825566601e-04
3.149606299212592830e-01,1.533992751010001014e-03,1.036677796120062623e-03,6.433399589055209468e-05,1.477328976303965164e-03
4.409448818897629963e-01,3.761149958540705232e-03,2.675922257871731196e-03,2.260811437375612610e-04,3.640585222336734095e-03
5.669291338582667095e-01,8.101165319204834889e-03,6.067820023484828476e-03,6.979393101423212896e-04,7.881242511720140329e-03
6.929133858267721990e-01,1.532864774148963091e-02,1.208707990784726842e-02,1.892781496659833116e-03,1.498813804140087733e-02
8.188976377952759123e-01,2.547942934132721438e-02,2.115142342496870165e-02,4.509338186808583247e-03,2.503976109791623134e-02
9.448818897637796255e-01,3.720532079272000081e-02,3.251526584312650070e-02,9.437449408452614277e-03,3.674871700590592177e-02
1.070866141732283339e+00,4.772543699238325499e-02,4.391010974497475128e-02,1.735105831325581965e-02,4.737875947129346899e-02
1.196850393700787052e+00,5.378043088953526896e-02,5.209202491515774885e-02,2.802378586924690607e-02,5.366049726847235690e-02
1.322834645669290765e+00,5.323878614901555312e-02,5.428845226386529166e-02,3.976098604034260242e-02,5.338942016217420455e-02
1.448818897637794478e+00,4.629792382819931940e-02,4.970192213955960947e-02,4.955836726541564680e-02,4.666434982092532852e-02
1.574803149606299968e+00,3.536913110323489096e-02,3.997315362789458093e-02,5.426331694111733578e-02,3.582982918463222671e-02
1.700787401574803681e+00,2.373650478833335548e-02,2.824185014976132377e-02,5.219455369203501033e-02,2.416761311378680735e-02
1.826771653543307394e+00,1.399389630064635376e-02,1.752860601555800840e-02,4.410354947377014695e-02,1.432030559179600822e-02
1.952755905511811108e+00,7.247530255589624409e-03,9.557209774815092831e-03,3.273794400022993906e-02,7.454187546059431319e-03
2.078740157480314821e+00,3.297394630570524982e-03,4.577668731266181304e-03,2.134807714458372696e-02,3.408614196853901150e-03
2.204724409448818534e+00,1.317896544932861029e-03,1.926136705470708277e-03,1.222913190035436991e-02,1.369256733530950293e-03
2.330708661417322247e+00,4.627231375547295506e-04,7.119661688622197461e-04,6.154063859915511608e-03,4.831938808773911915e-04
2.456692913385825960e+00,1.427218992536074009e-04,2.311857764614542858e-04,2.720557263354030607e-03,1.497916035108305059e-04
2.582677165354329674e+00,3.867136664940651065e-05,6.594659370077464065e-05,1.056533442074484566e-03,4.079275318004299723e-05
2.708661417322835163e+00,9.204875692890723832e-06,1.652544370205764115e-05,3.604442721107959388e-04,9.759061819361471277e-06
2.834645669291338876e+00,1.924756696221589977e-06,3.637838320617374168e-06,1.080245615791127151e-04,2.050985661132515241e-06
2.960629921259842590e+00,3.535601049300760616e-07,7.034984770500079787e-07,2.844044582323098540e-05,3.786576042855574327e-07
3.086614173228346303e+00,5.705322161350912920e-08,1.195122529346986133e-07,6.577786773189075675e-06,6.141299041189073354e-08
3.212598425196850016e+00,8.087729078062699355e-09,1.783574312233162085e-08,1.336449909976594809e-06,8.749904464323572727e-09
3.338582677165353729e+00,1.007169395910575350e-09,2.338296006409033485e-09,2.385366328971229575e-07,1.095155732720306874e-09
3.464566929133857442e+00,1.101813147225907297e-10,2.693005687770238003e-10,3.740132489258563395e-08,1.204142691753528838e-10
3.590551181102362932e+00,1.058870583601541804e-11,2.724611322461205952e-11,5.151674233854814145e-09,1.163079848262512134e-11
3.716535433070866645e+00,8.939378379543979061e-13,2.421594084720888743e-12,6.233605328224684522e-10,9.868942343248632514e-13
3.842519685039370358e+00,6.629812720861094225e-14,1.890721839764110462e-13,6.626126384342289644e-11,7.356329878331631472e-14
3.968503937007874072e+00,4.319412738200683229e-15,1.296831162990194459e-14,6.187420501306892649e-12,4.817051438039144409e-15
4.094488188976377785e+00,2.472166132214838717e-16,7.813916015560090749e-16,5.075619443463513000e-13,2.770963948334207929e-16
4.220472440944881498e+00,1.242968446180513613e-17,4.136028700435172842e-17,3.657614887846592384e-14,1.400264151965613682e-17
4.346456692913385211e+00,5.489996390106596492e-19,1.923215063820165624e-18,2.315455315162569654e-15,6.216108258805374830e-19
4.472440944881888925e+00,2.130166338577898090e-20,7.856003421568363083e-20,1.287669282104497395e-16,2.424134274069633126e-20
4.598425196850392638e+00,7.260800095390780951e-22,2.819064285102526520e-21,6.290740501824625486e-18,8.304706301528784536e-22
4.724409448818898127e+00,2.174127182315563344e-23,8.886644329509122509e-23,2.699782072919823598e-19,2.499317257152001246e-23
4.850393700787401841e+00,5.718931774290834863e-25,2.460934879036861886e-24,1.017853212146886853e-20,6.607664766095989421e-25
4.976377952755905554e+00,1.321521973776187076e-26,5.986761376193634956e-26,3.371095823155445770e-22,1.534631535664940276e-26
5.102362204724409267e+00,2.682645990585074616e-28,1.279420421094078899e-27,9.808137534214318910e-24,3.131048098139570673e-28
5.228346456692912980e+00,4.783897284768306665e-30,2.401950826377370719e-29,2.506868194620741640e-25,5.611834614807786918e-30
5.354330708661416693e+00,7.494278541172600658e-32,3.961361255377372773e-31,5.628672201299255627e-27,8.835873540104471372e-32
5.480314960629920407e+00,1.031352957817113992e-33,5.739238738250296707e-33,1.110222227037926511e-28,1.222147498703913409e-33
5.606299212598425896e+00,1.246850288078121409e-35,7.304552847197167318e-35,1.923726741091096890e-30,1.485002752364077133e-35
5.732283464566929609e+00,1.324191528430936764e-37,8.166998651668834991e-37,2.928237849331851245e-32,1.585113619758876439e-37
5.858267716535433323e+00,1.235426190521443851e-39,8.021596934258396986e-39,3.915604521793672844e-34,1.486356683149031421e-39
5.984251968503937036e+00,1.012540274118361179e-41,6.921316219883609351e-41,4.599607744249203125e-36,1.224377066892848781e-41
6.110236220472440749e+00,7.290164238551828047e-44,5.246214591475031229e-43,4.746486776774559738e-38,8.860063539228994010e-44
6.236220472440944462e+00,4.610964964436718453e-46,3.493276111796393226e-45,4.302820784178141343e-40,5.632328672631247316e-46
6.362204724409448175e+00,2.561980593610530398e-48,2.043380669873102140e-47,3.426602629779795767e-42,3.145347598792527894e-48
6.488188976377951889e+00,1.250516288040211503e-50,1.050014148389203450e-49,2.397197044564248351e-44,1.543045769040167275e-50
6.614173228346455602e+00,5.362068694679690372e-53,4.739914687113665729e-52,1.473239067458517108e-46,6.649951419103405517e-53
6.740157480314961091e+00,2.019783862053597488e-55,1.879643133634457131e-54,7.953755270531202029e-49,2.517605280260632667e-55
6.866141732283464805e+00,6.683545760595493858e-58,6.548016782167767944e-57,3.772252236691226712e-51,8.373100666374494794e-58
6.992125984251968518e+00,1.942846357998725302e-60,2.003889034224278945e-59,1.571660466431090794e-53,2.446326884087433116e-60
7.118110236220472231e+00,4.961345742532277436e-63,5.387249099897599566e-62,5.752362375694876140e-56,6.278735195681869521e-63
7.244094488188975944e+00,1.112986846630534685e-65,1.272301237110045832e-64,1.849537957680505143e-58,1.415661267518787797e-65
7.370078740157479658e+00,2.193360784867381666e-68,2.639625683029614244e-67,5.224079338264112386e-61,2.803987261776614149e-68
7.496062992125983371e+00,3.797166325039938335e-71,4.810876904682036508e-70,1.296241086138243463e-63,4.878903479037041667e-71
7.622047244094488860e+00,5.774822908126173853e-74,7.702569895861700943e-73,2.825473936237256222e-66,7.457579986810202540e-74
7.748031496062992574e+00,7.715200630005317951e-77,1.083369375201318004e-75,5.410362094313734443e-69,1.001389694037184658e-76
7.874015748031496287e+00,9.054933837505056642e-80,1.338588116528443286e-78,9.101036614443642777e-72,1.181239112079464486e-79
8.000000000000000000e+00,9.335828008420928037e-83,1.452937320408735474e-81,1.344884211409674064e-74,1.224058074696566049e-82
